flow_id,packet_count,byte_count,upload_bytes,download_bytes,upload_packets,download_packets,byte_ratio_up_down,packet_ratio_up_down,direction_imbalance,flow_duration,iat_mean,iat_std,iat_min,iat_max,iat_median,pkt_size_mean,pkt_size_std,pkt_q10,pkt_q25,pkt_q50,pkt_q75,pkt_q90,frac_small_pkts,first4_up_mean,first4_up_std,first4_down_mean,first4_down_std,pkt_bin_p0,pkt_bin_p1,pkt_bin_p2,pkt_bin_p3,pkt_size_entropy,pkt_bin_up_p0,pkt_bin_up_p1,pkt_bin_up_p2,pkt_bin_up_p3,pkt_bin_down_p0,pkt_bin_down_p1,pkt_bin_down_p2,pkt_bin_down_p3,pkt_size_entropy_up,pkt_size_entropy_down,iat_up_q10,iat_up_median,iat_up_q90,iat_up_cv,iat_up_skew,iat_down_q10,iat_down_median,iat_down_q90,iat_down_cv,iat_down_skew,burst_iai_cv,burst_count,avg_burst_packets,avg_burst_bytes,max_burst_packets,max_burst_bytes,frac_bytes_in_bursts,burst_bytes_cv,burst_packets_cv,burst_count_ratio_download,burst_count_t20,avg_burst_bytes_t20,max_burst_bytes_t20,frac_bytes_in_bursts_t20,burst_count_t50,avg_burst_bytes_t50,max_burst_bytes_t50,frac_bytes_in_bursts_t50,burst_count_t200,avg_burst_bytes_t200,max_burst_bytes_t200,frac_bytes_in_bursts_t200,peak_rate_1s,peak_download_1s,peak_upload_1s,burst_count_download,avg_burst_bytes_download,max_burst_bytes_download,label,source_file
"('100.72.115.16', '172.64.41.4', 38844, 443, 6)_seg0",172,40156,12626,27530,81,91,0.31442374738519774,0.47093023255813954,0.3711525052296045,224.54372787475586,1.313121215641847,7.583204656785487,0.0,58.05949544906616,0.00017142295837402344,233.46511627906978,196.41692709194464,66.0,66.0,123.0,444.5,565.0,0.36046511627906974,256.5,134.3530796074284,245.25,190.71624865228446,0.587209302325578,0.41279069767441623,0.0,0.0,0.6778581775640309,0.6049382716049309,0.3950617283950569,0.0,0.0,0.5714285714285652,0.4285714285714239,0.0,0.0,0.6709584942155011,0.6829081047004717,6.482601165771485e-05,0.0015026330947875977,3.6609630823135513,3.882033271300225,4.262806685185234,7.77244567871094e-06,0.00023245811462402344,1.3016402959823818,4.135458518785935,4.558896967598243,4.391879177215027,102,1.6862745098039216,393.6862745098039,7,2234,1.0,0.9567869365493467,0.5929092457662513,0.43137254901960786,102,393.6862745098039,2234,1.0,102,393.6862745098039,2234,1.0,100,401.56,2234,1.0,7165.0,4971.0,2194.0,44,625.6818181818181,2234,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 33262, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.149646520614624,0.2860914733674791,1.1537448905269043,4.291534423828125e-06,5.042929172515869,7.43865966796875e-05,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.446174621582031e-05,0.003386259078979492,0.5285700082778912,2.9504634227878346,2.6664515595430096,4.515647888183594e-05,0.002108335494995117,2.045676326751711,2.4165351270672604,2.0410343501297334,3.386463682298396,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 33264, 443, 6)_seg0",19,7890,2730,5160,11,8,0.34600760456273766,0.5789473684210527,0.30798479087452474,5.600035190582275,0.31111306614345974,1.25091718807097,2.1457672119140625e-06,5.46849250793457,0.0002357959747314453,415.2631578947368,613.5275777360455,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.9516220092773437e-05,0.0019420385360717773,0.5860149145126323,2.9391434080826206,2.666253951161598,0.00014739036560058595,0.002077817916870117,2.220274114608767,2.420931115025335,2.0410928765014655,3.3761260020781783,14,1.3571428571428572,563.5714285714286,3,2106,1.0,1.3549253111355244,0.44968440764795975,0.5,14,563.5714285714286,2106,1.0,14,563.5714285714286,2106,1.0,14,563.5714285714286,2106,1.0,7536.0,5028.0,2508.0,7,737.1428571428571,1898,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 35540, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.88180685043335,0.3267670472462972,1.3181796729378032,3.337860107421875e-06,5.7615344524383545,0.0004227161407470703,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.0074844360351563e-05,0.0010232925415039062,0.6133561372756937,2.949300719091444,2.666370075647564,4.1484832763671875e-05,0.002136707305908203,2.3375115394592307,2.422267150966382,2.0411076029221955,3.3874947723963045,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 35550, 443, 6)_seg0",17,7760,2664,5096,10,7,0.34329896907216495,0.5882352941176471,0.3134020618556701,5.122865676879883,0.3201791048049927,1.2114429439860706,4.76837158203125e-06,5.011887788772583,0.0009436607360839844,456.47058823529414,840.3616950734444,66.0,66.0,66.0,130.0,1462.0,0.7058823529411765,545.0,568.6079492937115,1224.5,1324.1309414102518,0.7647058823528963,0.05882352941176125,0.0,0.17647058823528375,0.677908725644198,0.79999999999992,0.09999999999999,0.0,0.09999999999999,0.7142857142856123,0.0,0.0,0.2857142857142449,0.639031859650177,0.5982695885852573,4.4250488281250005e-05,0.0034515857696533203,1.0294935703277597,2.777905892643964,2.4746376332313385,0.00020945072174072266,0.013652443885803223,2.534157156944275,2.205818523162295,1.7886842730312447,3.087040323473683,12,1.4166666666666667,646.6666666666666,3,3296,1.0,1.5915435736936843,0.4518321028154814,0.5,12,646.6666666666666,3296,1.0,12,646.6666666666666,3296,1.0,12,646.6666666666666,3296,1.0,7406.0,4964.0,2442.0,6,849.3333333333334,3296,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 36302, 443, 6)_seg0",17,7759,2664,5095,10,7,0.3433432143317438,0.5882352941176471,0.31331357133651244,5.714061975479126,0.3571288734674454,1.3475733893760025,3.0994415283203125e-06,5.576024055480957,0.0008543729782104492,456.4117647058824,840.162943497449,66.0,66.0,66.0,130.0,1462.0,0.7058823529411765,545.0,568.6079492937115,1224.25,1323.739848875148,0.7647058823528963,0.05882352941176125,0.0,0.17647058823528375,0.677908725644198,0.79999999999992,0.09999999999999,0.0,0.09999999999999,0.7142857142856123,0.0,0.0,0.2857142857142449,0.639031859650177,0.5982695885852573,9.202957153320313e-06,0.0018618106842041016,1.1528614044189462,2.7771220180918537,2.474577138568901,0.00020062923431396484,0.021173715591430664,2.8155826330184937,2.201968193613796,1.7887406733720257,3.078362564186418,12,1.4166666666666667,646.5833333333334,3,3295,1.0,1.591416952799148,0.4518321028154814,0.5,12,646.5833333333334,3295,1.0,12,646.5833333333334,3295,1.0,12,646.5833333333334,3295,1.0,7405.0,4963.0,2442.0,6,849.1666666666666,3295,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 38284, 443, 17)_seg0",11961,13161562,454156,12707406,4095,7866,0.03450623869720022,0.34236267870579384,0.9309875226055996,159.74413013458252,0.013356532619948371,0.24629044480882334,0.0,8.559400081634521,3.695487976074219e-05,1100.3730457319623,987.1386066975948,75.0,75.0,1294.0,1294.0,2546.0,0.33483822422874343,1294.0,0.0,991.75,523.5123565876931,0.33868405651701355,0.0016721009949000917,0.0045982777359752525,0.655045564752111,0.6792455050860365,0.9667887667887666,0.0,0.010744810744810743,0.022466422466422463,0.011695906432748537,0.002542588354945334,0.0013984235952199337,0.9843630816170861,0.166639880347222,0.09192534249864856,6.29425048828125e-05,8.559226989746094e-05,0.001387500762939455,10.79667465274893,12.100403027354348,3.218650817871094e-05,4.315376281738281e-05,0.0002490520477294923,15.054947073900442,16.81718615913901,14.820608972642214,7738,1.545748255363143,1700.8997156888086,36,80304,1.0,1.625965970678344,0.8294603615073296,0.49883690876195397,7740,1700.4602067183462,80304,1.0,7738,1700.8997156888086,80304,1.0,7738,1700.8997156888086,80304,1.0,1133817.0,1102192.0,31625.0,3860,3292.074093264249,80304,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 39404, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.16448974609375,0.2869160970052083,1.1539626837514672,1.6689300537109375e-06,5.044567108154297,0.0004401206970214844,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,1.41143798828125e-05,0.0011497735977172852,0.5426697492599469,2.9428014327822196,2.6662823508317497,4.6539306640625e-05,0.0021767616271972656,2.0454678058624287,2.417764147731773,2.041058383829385,3.377131384259289,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 40662, 443, 6)_seg0",21,8024,2796,5228,12,9,0.34845463609172483,0.5714285714285714,0.30309072781655033,5.110150098800659,0.25550750494003294,1.089142230661746,6.9141387939453125e-06,5.002784013748169,0.00012493133544921875,382.0952380952381,541.4184109278239,66.0,66.0,66.0,504.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,2.1457672119140625e-05,0.002346515655517578,0.0246427059173584,3.1090651678237506,2.845796450310572,2.7108192443847657e-05,0.0011546611785888672,1.5302802562713613,2.610992669030228,2.267559474435358,3.657582566250091,16,1.3125,501.5,3,2106,1.0,1.354160989072635,0.44416090728960517,0.5,16,501.5,2106,1.0,16,501.5,2106,1.0,16,501.5,2106,1.0,7670.0,5096.0,2574.0,8,653.5,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 45042, 443, 6)_seg0",21,8022,2796,5226,12,9,0.34854151084517576,0.5714285714285714,0.3029169783096485,5.097202301025391,0.25486011505126954,1.0826502054862042,2.1457672119140625e-06,4.973752021789551,0.00014257431030273438,382.0,541.3971344058418,66.0,66.0,66.0,502.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,2.765655517578125e-05,0.0015041828155517578,0.04020953178405762,3.0978609049828085,2.84562125285064,4.100799560546875e-05,0.0028825998306274414,1.52443504333496,2.61055663767092,2.2675920217379573,3.6447660998734777,16,1.3125,501.375,3,2106,1.0,1.3544980272648566,0.44416090728960517,0.5,16,501.375,2106,1.0,16,501.375,2106,1.0,16,501.375,2106,1.0,7668.0,5094.0,2574.0,8,653.25,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 45652, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.1178669929504395,0.2843259440528022,1.137144361041737,0.0,4.972533464431763,9.071826934814453e-05,415.3157894736842,719.3710741906931,66.0,66.0,66.0,316.5,1462.0,0.6842105263157895,545.0,568.6079492937115,1115.0,1155.69675953513,0.7368421052631192,0.10526315789473131,0.0,0.15789473684209696,0.7534424611802384,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.12499999999998437,0.0,0.24999999999996875,0.6001660731596457,0.9002560512685369,3.118515014648438e-05,0.0030107498168945312,0.5354243278503401,2.9259107272353506,2.6661094710977644,2.145767211914063e-05,0.0018892288208007812,2.0245234966278094,2.4115277052959847,2.0409632819003773,3.3577847426006544,14,1.3571428571428572,563.6428571428571,3,2858,1.0,1.5613966965745627,0.44968440764795975,0.5,14,563.6428571428571,2858,1.0,14,563.6428571428571,2858,1.0,14,563.6428571428571,2858,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,2858,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 45662, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.858151435852051,0.32545285754733616,1.312052884730416,6.4373016357421875e-06,5.734957695007324,0.00016880035400390625,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.4652481079101564e-05,0.0029581785202026367,0.6118078231811503,2.9464558162352064,2.6663688121588507,4.6586990356445314e-05,0.0016727447509765625,2.3274969577789326,2.421368236008859,2.0410917325867994,3.385323974991548,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7471.0,4963.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 47366, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.1125099658966064,0.2840283314387004,1.1338141100188606,4.76837158203125e-07,4.95842719078064,6.866455078125e-05,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,1.4758110046386718e-05,0.002064943313598633,0.5378375291824323,2.9287568376302984,2.666094922061645,2.25067138671875e-05,0.0019197463989257812,2.0265484333038346,2.4086550846855763,2.04088608246546,3.351294870962993,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 47596, 443, 6)_seg0",21,8023,2796,5227,12,9,0.34849806805434375,0.5714285714285714,0.30300386389131245,5.094595193862915,0.25472975969314576,1.0824992575568086,3.814697265625e-06,4.972972631454468,4.076957702636719e-05,382.04761904761904,541.4077308884309,66.0,66.0,66.0,503.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,1.0251998901367188e-05,0.0019297599792480469,0.0360109806060791,3.0999000104317744,2.8456409033272263,3.218650817871094e-05,0.0013173818588256836,1.523984432220458,2.6112474697541503,2.267566806502456,3.646154886044512,16,1.3125,501.4375,3,2106,1.0,1.3543294011316154,0.44416090728960517,0.5,16,501.4375,2106,1.0,16,501.4375,2106,1.0,16,501.4375,2106,1.0,7669.0,5095.0,2574.0,8,653.375,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 47612, 443, 6)_seg0",19,7892,2730,5162,11,8,0.3459199189052205,0.5789473684210527,0.30816016218955905,5.146400451660156,0.285911136203342,1.1536475453729362,4.76837158203125e-07,5.042346000671387,0.00012195110321044922,415.36842105263156,613.7820812090366,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,1.4042854309082031e-05,0.0021532773971557617,0.528742313385008,2.9514638245761606,2.666440769683061,3.609657287597657e-05,0.0017955303192138672,2.0439018249511736,2.4182958206898877,2.0410568160947187,3.388348920068514,14,1.3571428571428572,563.7142857142857,3,2106,1.0,1.3550250476755037,0.44968440764795975,0.5,14,563.7142857142857,2106,1.0,14,563.7142857142857,2106,1.0,14,563.7142857142857,2106,1.0,7538.0,5030.0,2508.0,7,737.4285714285714,1900,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 47976, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.125119686126709,0.28472887145148384,1.1401477663702764,4.0531158447265625e-06,4.985336780548096,0.00018012523651123047,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.4652481079101564e-05,0.0031189918518066406,0.5379634857177717,2.928223907289171,2.6661265013330953,3.7097930908203124e-05,0.0015354156494140625,2.028257846832277,2.415881715816216,2.0410243382166704,3.361987077412578,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,7537.0,5029.0,2508.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 47978, 443, 6)_seg0",19,7891,2730,5161,11,8,0.34596375617792424,0.5789473684210527,0.30807248764415157,5.102729082107544,0.28348494900597465,1.1377146209258648,1.2159347534179688e-05,4.974124908447266,0.0001697540283203125,415.3157894736842,613.6548020397804,66.0,66.0,66.0,354.0,1462.0,0.6842105263157895,545.0,568.6079492937115,766.0,696.0057471027089,0.7368421052631192,0.052631578947365656,0.0,0.21052631578946263,0.708018976056273,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6249999999999218,0.0,0.0,0.37499999999995315,0.6001660731596457,0.6615632381579821,2.5391578674316406e-05,0.004153728485107422,0.537963104248045,2.935066238711483,2.6662432137994627,8.521080017089845e-05,0.001888275146484375,2.018904685974123,2.415615203011302,2.041024762648936,3.369724784207249,14,1.3571428571428572,563.6428571428571,3,2106,1.0,1.3549751268023784,0.44968440764795975,0.5,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,14,563.6428571428571,2106,1.0,5283.0,4955.0,2180.0,7,737.2857142857143,1899,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 48246, 443, 6)_seg0",20,7958,2730,5228,11,9,0.3430510178436793,0.55,0.3138979643126414,5.1066296100616455,0.2687699794769287,1.1121288249138863,4.5299530029296875e-06,4.986890554428101,0.00045299530029296875,397.9,603.0669863290478,66.0,66.0,66.0,242.0,1462.0,0.7,545.0,568.6079492937115,766.0,696.0057471027089,0.7499999999999626,0.049999999999997505,0.0,0.19999999999999002,0.6874357505033553,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6666666666665926,0.0,0.0,0.3333333333332963,0.6001660731596457,0.6365141682948128,1.0895729064941407e-05,0.0030089616775512695,0.5357387065887433,2.9407553311905748,2.6663025144772687,4.365444183349609e-05,0.0015953779220581055,1.5236885309219352,2.6104143336443797,2.2675680620812924,3.376277663508833,14,1.4285714285714286,568.4285714285714,3,2106,1.0,1.3387062139370054,0.4358898943537623,0.5,14,568.4285714285714,2106,1.0,14,568.4285714285714,2106,1.0,14,568.4285714285714,2106,1.0,7538.0,5030.0,2508.0,7,746.8571428571429,1900,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 51662, 443, 6)_seg0",21,8022,2796,5226,12,9,0.34854151084517576,0.5714285714285714,0.3029169783096485,5.104498386383057,0.2552249193191528,1.082522223382284,5.0067901611328125e-06,4.973515510559082,9.381771087646484e-05,382.0,541.3971344058418,66.0,66.0,66.0,502.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,2.384185791015625e-05,0.0020036697387695312,0.039240360260009766,3.0927736514385678,2.8455358441328467,4.506111145019531e-05,0.0007520914077758789,1.5245050907135,2.6119430128810683,2.2675663918484075,3.6390295439447735,16,1.3125,501.375,3,2106,1.0,1.3544980272648566,0.44416090728960517,0.5,16,501.375,2106,1.0,16,501.375,2106,1.0,16,501.375,2106,1.0,7668.0,5094.0,2574.0,8,653.25,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 51702, 443, 6)_seg0",21,8024,2796,5228,12,9,0.34845463609172483,0.5714285714285714,0.30309072781655033,5.649833917617798,0.2824916958808899,1.1997029253550913,7.152557373046875e-06,5.511563777923584,7.963180541992188e-05,382.0952380952381,541.4184109278239,66.0,66.0,66.0,504.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,1.811981201171875e-05,0.002953767776489258,0.039841413497924805,3.0951863944612317,2.8455801559752887,4.582405090332031e-05,0.0009016990661621094,1.6866876125335684,2.6139507965062463,2.267593964096704,3.6437655424968565,16,1.3125,501.5,3,2106,1.0,1.354160989072635,0.44416090728960517,0.5,16,501.5,2106,1.0,16,501.5,2106,1.0,16,501.5,2106,1.0,7670.0,5096.0,2574.0,8,653.5,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 53502, 443, 6)_seg0",22,8089,2796,5293,12,10,0.3456545926566943,0.5454545454545454,0.30869081468661147,5.149871826171875,0.24523199172247023,1.0702589265133167,1.9073486328125e-06,5.03132176399231,4.1484832763671875e-05,367.6818181818182,533.0407955020155,66.0,66.0,66.0,409.75,1462.0,0.6818181818181818,545.0,568.6079492937115,766.0,696.0057471027089,0.7272727272726943,0.09090909090908679,0.0,0.18181818181817358,0.7595473914748635,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.59999999999994,0.09999999999999,0.0,0.29999999999997,0.5660857389596289,0.8979457248567798,1.811981201171875e-05,0.0008347034454345703,0.03735518455505371,3.101615965520095,2.8456315945046584,3.9148330688476567e-05,0.0016748905181884766,1.0359311580657968,2.7935810470835682,2.4746669160390002,3.649554843307638,16,1.375,505.5625,3,2106,1.0,1.3384104038591302,0.4359846839372028,0.5,16,505.5625,2106,1.0,16,505.5625,2106,1.0,16,505.5625,2106,1.0,7669.0,5095.0,2574.0,8,661.625,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 53504, 443, 6)_seg0",21,8024,2796,5228,12,9,0.34845463609172483,0.5714285714285714,0.30309072781655033,5.098125219345093,0.25490626096725466,1.08284629168128,2.1457672119140625e-06,4.974646806716919,0.00015223026275634766,382.0952380952381,541.4184109278239,66.0,66.0,66.0,504.0,1462.0,0.6666666666666666,545.0,568.6079492937115,766.0,696.0057471027089,0.7142857142856803,0.09523809523809071,0.0,0.19047619047618142,0.7801307795266323,0.8333333333332639,0.08333333333332639,0.0,0.08333333333332639,0.5555555555554939,0.11111111111109877,0.0,0.3333333333332963,0.5660857389596289,0.9368883075390159,3.075599670410156e-05,0.0008327960968017578,0.03927326202392578,3.0971975549378956,2.8455979735249595,5.087852478027344e-05,0.0009046792984008789,1.5232624530792227,2.612477004974048,2.267579346392864,3.644773530537724,16,1.3125,501.5,3,2106,1.0,1.354160989072635,0.44416090728960517,0.5,16,501.5,2106,1.0,16,501.5,2106,1.0,16,501.5,2106,1.0,7670.0,5096.0,2574.0,8,653.5,1528,0,youtube_20260429163914_00003.pcapng
"('100.72.115.16', '173.194.134.38', 53510, 443, 6)_seg0",20,7957,2730,5227,11,9,0.3430941309538771,0.55,0.31381173809224583,5.8495354652404785,0.3078702876442357,1.2809659364987134,4.291534423828125e-06,5.742382049560547,7.081031799316406e-05,397.85,602.9424744534093,66.0,66.0,66.0,242.0,1462.0,0.7,545.0,568.6079492937115,766.0,696.0057471027089,0.7499999999999626,0.049999999999997505,0.0,0.19999999999999002,0.6874357505033553,0.8181818181817438,0.09090909090908264,0.0,0.09090909090908264,0.6666666666665926,0.0,0.0,0.3333333333332963,0.6001660731596457,0.6365141682948128,9.012222290039062e-06,0.0014625787734985352,0.6019949913024882,2.9557547690448174,2.6664653133007477,6.802082061767578e-05,0.001909494400024414,1.7493409633636465,2.6158695323184573,2.2676343047880376,3.3954543175337,14,1.4285714285714286,568.3571428571429,3,2106,1.0,1.3386546006116404,0.4358898943537623,0.5,14,568.3571428571429,2106,1.0,14,568.3571428571429,2106,1.0,14,568.3571428571429,2106,1.0,7537.0,5029.0,2508.0,7,746.7142857142857,1899,0,youtube_20260429163914_00003.pcapng
